n,score,baseline,improvement,source
169,0.1789940828,0.3669294732,0.1879353904,ReverseGreedy
168,0.1800595238,0.3691020670,0.1890425432,ReverseGreedy
167,0.1811377246,0.3683105407,0.1871728161,ReverseGreedy
166,0.1822289157,0.3668855784,0.1846566628,ReverseGreedy
165,0.1833333333,0.3690936384,0.1857603050,ReverseGreedy
164,0.1570464939,0.3662443428,0.2091978489,ReverseGreedy
163,0.1580099693,0.3683561913,0.2103462220,ReverseGreedy
162,0.1589853395,0.3671333683,0.2081480288,ReverseGreedy
161,0.1599728261,0.3694136997,0.2094408737,ReverseGreedy
160,0.3679758489,0.3679758489,0.0000000000,Baseline_CollisionFallback
159,0.1619850629,0.3701298467,0.2081447838,ReverseGreedy
158,0.1630102848,0.3684226639,0.2054123790,ReverseGreedy
157,0.1640485669,0.3705993564,0.2065507895,ReverseGreedy
156,0.1570673077,0.3636573028,0.2065899951,ReverseGreedy
155,0.1580806452,0.3660034789,0.2079228337,ReverseGreedy
154,0.1591071429,0.3683801249,0.2092729820,ReverseGreedy
153,0.1601470588,0.3675707795,0.2074237207,ReverseGreedy
152,0.1612006579,0.3699890084,0.2087883505,ReverseGreedy
151,0.1541763245,0.3681777651,0.2140014406,ReverseGreedy
150,0.3687521861,0.3687521861,0.0000000000,Baseline_CollisionFallback
149,0.1562458054,0.3711025837,0.2148567784,ReverseGreedy
148,0.1573015203,0.3672414588,0.2099399385,ReverseGreedy
147,0.1583715986,0.3682570489,0.2098854502,ReverseGreedy
146,0.1594563356,0.3694496338,0.2099932982,ReverseGreedy
145,0.1605560345,0.3676595574,0.2071035230,ReverseGreedy
144,0.1616710069,0.3652764517,0.2036054448,ReverseGreedy
143,0.1628015734,0.3678308325,0.2050292591,ReverseGreedy
142,0.1639480634,0.3688066624,0.2048585990,ReverseGreedy
141,0.1651108156,0.3714223125,0.2063114969,ReverseGreedy
140,0.3691404897,0.3691404897,0.0000000000,Baseline_CollisionFallback
139,0.1674865108,0.3717056006,0.2042190898,ReverseGreedy
138,0.1687001812,0.3697631931,0.2010630119,ReverseGreedy
137,0.1699315693,0.3702805606,0.2003489912,ReverseGreedy
136,0.1711810662,0.3684479707,0.1972669045,ReverseGreedy
135,0.1724490741,0.3711199384,0.1986708643,ReverseGreedy
134,0.1737360075,0.3681438429,0.1944078354,ReverseGreedy
133,0.1750422932,0.3687788349,0.1937365417,ReverseGreedy
132,0.1763683712,0.3702982056,0.1939298343,ReverseGreedy
131,0.1777146947,0.3698356959,0.1921210013,ReverseGreedy
130,0.3664790187,0.3664790187,0.0000000000,Baseline_CollisionFallback
129,0.1666298100,0.3690980628,0.2024682528,ReverseGreedy
128,0.1653125000,0.3677502278,0.2024377278,ReverseGreedy
127,0.1648080709,0.3693061864,0.2044981155,ReverseGreedy
126,0.1661160714,0.3707169181,0.2046008466,ReverseGreedy
125,0.1674450000,0.3706064800,0.2031614800,ReverseGreedy
124,0.1687953629,0.3708247257,0.2020293628,ReverseGreedy
123,0.1701676829,0.3699564967,0.1997888138,ReverseGreedy
122,0.1715625000,0.3699524548,0.1983899548,ReverseGreedy
121,0.1729803719,0.3667337725,0.1937534006,ReverseGreedy
120,0.3696954427,0.3696954427,0.0000000000,Baseline_CollisionFallback
119,0.1742858334,0.3684939977,0.1942081644,ReverseGreedy
118,0.1747960862,0.3715456665,0.1967495803,ReverseGreedy
117,0.1747853277,0.3681600392,0.1933747115,ReverseGreedy
116,0.1753825207,0.3710903839,0.1957078632,ReverseGreedy
115,0.1764340296,0.3692268008,0.1927927712,ReverseGreedy
114,0.1779816965,0.3698476636,0.1918659671,ReverseGreedy
113,0.1794234026,0.3701359095,0.1907125069,ReverseGreedy
112,0.1810002414,0.3690997254,0.1880994839,ReverseGreedy
111,0.1826308743,0.3723255501,0.1896946759,ReverseGreedy
110,0.3700139614,0.3700139614,0.0000000000,Baseline_CollisionFallback
109,0.1858925765,0.3688159450,0.1829233685,ReverseGreedy
108,0.1876138041,0.3720698790,0.1844560749,ReverseGreedy
107,0.1890045762,0.3676249135,0.1786203373,ReverseGreedy
106,0.1907876382,0.3710930730,0.1803054348,ReverseGreedy
105,0.1926046634,0.3665682798,0.1739636164,ReverseGreedy
104,0.1926597490,0.3690940710,0.1764343220,ReverseGreedy
103,0.1926489555,0.3706072491,0.1779582936,ReverseGreedy
102,0.1833884804,0.3700996132,0.1867111328,ReverseGreedy
101,0.1852042079,0.3674636507,0.1822594428,ReverseGreedy
100,0.3691600334,0.3691600334,0.0000000000,Baseline_CollisionFallback
99,0.1781818182,0.3673177381,0.1891359199,ReverseGreedy
98,0.1800000000,0.3710658783,0.1910658783,ReverseGreedy
97,0.1818556701,0.3714552307,0.1895995606,ReverseGreedy
96,0.1729752604,0.3670149077,0.1940396472,ReverseGreedy
95,0.1747960526,0.3708782225,0.1960821698,ReverseGreedy
94,0.1766555851,0.3662237771,0.1895681920,ReverseGreedy
93,0.1785551075,0.3668363593,0.1882812517,ReverseGreedy
92,0.1804959239,0.3703615707,0.1898656468,ReverseGreedy
91,0.1824793956,0.3709624813,0.1884830857,ReverseGreedy
90,0.3711865732,0.3711865732,0.0000000000,Baseline_CollisionFallback
89,0.1865800562,0.3719362079,0.1853561517,ReverseGreedy
88,0.1887002841,0.3695580374,0.1808577533,ReverseGreedy
87,0.1908692529,0.3724133243,0.1815440715,ReverseGreedy
86,0.1930886628,0.3714058175,0.1783171547,ReverseGreedy
85,0.1953602941,0.3707277479,0.1753674538,ReverseGreedy
84,0.1857440476,0.3683005787,0.1825565311,ReverseGreedy
83,0.1879819277,0.3717009182,0.1837189905,ReverseGreedy
82,0.1902743902,0.3650536679,0.1747792776,ReverseGreedy
81,0.1926234568,0.3694226180,0.1767991612,ReverseGreedy
80,0.3699529547,0.3699529547,0.0000000000,Baseline_CollisionFallback
79,0.1851977848,0.3703503377,0.1851525529,ReverseGreedy
78,0.1854829093,0.3678301621,0.1823472527,ReverseGreedy
77,0.1777922078,0.3685727676,0.1907805598,ReverseGreedy
76,0.1801315789,0.3726881407,0.1925565617,ReverseGreedy
75,0.1825333333,0.3678798006,0.1853464673,ReverseGreedy
74,0.1850000000,0.3705867013,0.1855867013,ReverseGreedy
73,0.1875342466,0.3725558831,0.1850216365,ReverseGreedy
72,0.1901388889,0.3692801526,0.1791412637,ReverseGreedy
71,0.1928169014,0.3705938772,0.1777769758,ReverseGreedy
70,0.3720790853,0.3720790853,0.0000000000,Baseline_CollisionFallback
69,0.1984057971,0.3675061951,0.1691003980,ReverseGreedy
68,0.2013235294,0.3701412668,0.1688177374,ReverseGreedy
67,0.2043283582,0.3670321631,0.1627038049,ReverseGreedy
66,0.2074242424,0.3659095129,0.1584852705,ReverseGreedy
65,0.2085128237,0.3713931921,0.1628803685,ReverseGreedy
64,0.2069117703,0.3561019055,0.1491901352,ReverseGreedy
63,0.2082997571,0.3616871827,0.1533874256,ReverseGreedy
62,0.2061391129,0.3660767250,0.1599376121,ReverseGreedy
61,0.2095184426,0.3718691242,0.1623506816,ReverseGreedy
60,0.3704940293,0.3704940293,0.0000000000,Baseline_CollisionFallback
59,0.2035507596,0.3698376066,0.1662868470,ReverseGreedy
58,0.2052155172,0.3712468242,0.1660313069,ReverseGreedy
57,0.2088157895,0.3700554293,0.1612396399,ReverseGreedy
56,0.2125446429,0.3748361891,0.1622915463,ReverseGreedy
55,0.2157314020,0.3674499606,0.1517185586,ReverseGreedy
54,0.2197264279,0.3741602845,0.1544338566,ReverseGreedy
53,0.2238722096,0.3644529228,0.1405807132,ReverseGreedy
52,0.2281774444,0.3689404999,0.1407630555,ReverseGreedy
51,0.2326515119,0.3709946785,0.1383431666,ReverseGreedy
50,0.3719639921,0.3719639921,0.0000000000,Baseline_CollisionFallback
49,0.2421474920,0.3708896237,0.1287421317,ReverseGreedy
48,0.2471922314,0.3748234056,0.1276311742,ReverseGreedy
47,0.2491167128,0.3749962667,0.1258795539,ReverseGreedy
46,0.2403396739,0.3686783822,0.1283387083,ReverseGreedy
45,0.2456805556,0.3670038259,0.1213232703,ReverseGreedy
44,0.2450806271,0.3714887515,0.1264081244,ReverseGreedy
43,0.2381395349,0.3753247363,0.1371852014,ReverseGreedy
42,0.2308177487,0.3704361786,0.1396184299,ReverseGreedy
41,0.2363688643,0.3719827334,0.1356138691,ReverseGreedy
40,0.3739685142,0.3739685142,0.0000000000,Baseline_CollisionFallback
39,0.2424519231,0.3637096400,0.1212577170,ReverseGreedy
38,0.2488322368,0.3729745877,0.1241423509,ReverseGreedy
37,0.2555574324,0.3715906274,0.1160331949,ReverseGreedy
36,0.2626562500,0.3660383688,0.1033821188,ReverseGreedy
35,0.2494397971,0.3760225483,0.1265827512,ReverseGreedy
34,0.2559558824,0.3722362844,0.1162804021,ReverseGreedy
33,0.2620789925,0.3728433203,0.1107643279,ReverseGreedy
32,0.2541246147,0.3677597663,0.1136351516,ReverseGreedy
31,0.2574395161,0.3731418189,0.1157023027,ReverseGreedy
30,0.3754808552,0.3754808552,0.0000000000,Baseline_CollisionFallback
29,0.2713153707,0.3777878054,0.1064724347,ReverseGreedy
28,0.2715479612,0.3744497934,0.1029018322,ReverseGreedy
27,0.2700000000,0.3782772891,0.1082772891,ReverseGreedy
26,0.2550240385,0.3766682905,0.1216442521,ReverseGreedy
25,0.2652250000,0.3732418556,0.1080168556,ReverseGreedy
24,0.2501041667,0.3672250738,0.1171209071,ReverseGreedy
23,0.2609782609,0.3704182036,0.1094399427,ReverseGreedy
22,0.2728409091,0.3804053060,0.1075643969,ReverseGreedy
21,0.2858333333,0.3783645186,0.0925311852,ReverseGreedy
20,0.3787681367,0.3787681367,0.0000000000,Baseline_CollisionFallback
19,0.3159210526,0.3792519504,0.0633308977,ReverseGreedy
18,0.3334722222,0.3712080793,0.0377358570,ReverseGreedy
17,0.3530882353,0.3708769180,0.0177886827,ReverseGreedy
16,0.3378515625,0.3802820671,0.0424305046,ReverseGreedy
15,0.3226666667,0.3799607507,0.0572940840,ReverseGreedy
14,0.3457142857,0.3823682463,0.0366539606,ReverseGreedy
13,0.3312019231,0.3733353446,0.0421334216,ReverseGreedy
12,0.3226767779,0.3752777882,0.0526010103,ReverseGreedy
11,0.3087094247,0.3770467390,0.0683373143,ReverseGreedy
10,0.3819108625,0.3819108625,0.0000000000,Baseline_CollisionFallback
9,0.3211111111,0.3875920239,0.0664809128,ReverseGreedy
8,0.3100781250,0.3904162682,0.0803381432,ReverseGreedy
7,0.3003571429,0.4002261792,0.0998690363,ReverseGreedy
6,0.2926041667,0.4000401432,0.1074359765,ReverseGreedy
5,0.2880000000,0.4170658337,0.1290658337,ReverseGreedy
4,0.3306250000,0.4166348776,0.0860098776,ReverseGreedy
3,0.4347455266,0.4347455266,0.0000000000,Baseline
2,0.4507793915,0.4507793915,0.0000000000,Baseline
1,0.6612500132,0.6612500005,0.0000000000,ReverseGreedy
