n,score,baseline,improvement,source
169,0.1789940828,0.3669294732,0.1879353904,ReverseGreedy
168,0.1800595238,0.3691020670,0.1890425432,ReverseGreedy
167,0.1811377246,0.3683105407,0.1871728161,ReverseGreedy
166,0.1822289157,0.3668855784,0.1846566628,ReverseGreedy
165,0.1833333333,0.3690936384,0.1857603050,ReverseGreedy
164,0.1570464939,0.3662443428,0.2091978489,ReverseGreedy
163,0.1580099693,0.3683561913,0.2103462220,ReverseGreedy
162,0.1589853395,0.3671333683,0.2081480288,ReverseGreedy
161,0.1599728261,0.3694136997,0.2094408737,ReverseGreedy
160,0.3679758489,0.3679758489,0.0000000000,Baseline_CollisionFallback
159,0.1619850629,0.3701298467,0.2081447838,ReverseGreedy
158,0.1630102848,0.3684226639,0.2054123790,ReverseGreedy
157,0.1640485669,0.3705993564,0.2065507895,ReverseGreedy
156,0.1570673077,0.3636573028,0.2065899951,ReverseGreedy
155,0.1580806452,0.3660034789,0.2079228337,ReverseGreedy
154,0.1591071429,0.3683801249,0.2092729820,ReverseGreedy
153,0.1601470588,0.3675707795,0.2074237207,ReverseGreedy
152,0.1612006579,0.3699890084,0.2087883505,ReverseGreedy
151,0.1541763245,0.3681777651,0.2140014406,ReverseGreedy
150,0.3687521861,0.3687521861,0.0000000000,Baseline_CollisionFallback
149,0.1562458054,0.3711025837,0.2148567784,ReverseGreedy
148,0.1573015203,0.3672414588,0.2099399385,ReverseGreedy
147,0.1583715986,0.3682570489,0.2098854502,ReverseGreedy
146,0.1594563356,0.3694496338,0.2099932982,ReverseGreedy
145,0.1605560345,0.3676595574,0.2071035230,ReverseGreedy
144,0.1616710069,0.3652764517,0.2036054448,ReverseGreedy
143,0.1628015734,0.3678308325,0.2050292591,ReverseGreedy
142,0.1639480634,0.3688066624,0.2048585990,ReverseGreedy
141,0.1651108156,0.3714223125,0.2063114969,ReverseGreedy
140,0.3691404897,0.3691404897,0.0000000000,Baseline_CollisionFallback
139,0.1674865108,0.3717056006,0.2042190898,ReverseGreedy
138,0.1652827866,0.3697631931,0.2044804065,ReverseGreedy
137,0.1646897810,0.3702805606,0.2055907796,ReverseGreedy
136,0.1659007353,0.3684479707,0.2025472354,ReverseGreedy
135,0.1671296296,0.3711199384,0.2039903087,ReverseGreedy
134,0.1683768657,0.3681438429,0.1997669772,ReverseGreedy
133,0.1696428571,0.3687788349,0.1991359778,ReverseGreedy
132,0.1709280303,0.3702982056,0.1993701753,ReverseGreedy
131,0.1722328244,0.3698356959,0.1976028715,ReverseGreedy
130,0.3664790187,0.3664790187,0.0000000000,Baseline_CollisionFallback
129,0.1749031008,0.3690980628,0.1941949620,ReverseGreedy
128,0.1762695312,0.3677502278,0.1914806966,ReverseGreedy
127,0.1776574803,0.3693061864,0.1916487061,ReverseGreedy
126,0.1790674603,0.3707169181,0.1916494578,ReverseGreedy
125,0.1767200000,0.3706064800,0.1938864800,ReverseGreedy
124,0.1781451613,0.3708247257,0.1926795644,ReverseGreedy
123,0.1795934959,0.3699564967,0.1903630008,ReverseGreedy
122,0.1810655738,0.3699524548,0.1888868810,ReverseGreedy
121,0.1825619835,0.3667337725,0.1841717890,ReverseGreedy
120,0.3696954427,0.3696954427,0.0000000000,Baseline_CollisionFallback
119,0.1778151261,0.3684939977,0.1906788717,ReverseGreedy
118,0.1793220339,0.3715456665,0.1922236326,ReverseGreedy
117,0.1808547009,0.3681600392,0.1873053383,ReverseGreedy
116,0.1824137931,0.3710903839,0.1886765908,ReverseGreedy
115,0.1840000000,0.3692268008,0.1852268008,ReverseGreedy
114,0.1856140351,0.3698476636,0.1842336285,ReverseGreedy
113,0.1872566372,0.3701359095,0.1828792723,ReverseGreedy
112,0.1862291110,0.3690997254,0.1828706143,ReverseGreedy
111,0.1863178931,0.3723255501,0.1860076570,ReverseGreedy
110,0.3700139614,0.3700139614,0.0000000000,Baseline_CollisionFallback
109,0.1842547490,0.3688159450,0.1845611960,ReverseGreedy
108,0.1833564815,0.3720698790,0.1887133975,ReverseGreedy
107,0.1850700935,0.3676249135,0.1825548200,ReverseGreedy
106,0.1868160377,0.3710930730,0.1842770353,ReverseGreedy
105,0.1885952381,0.3665682798,0.1779730417,ReverseGreedy
104,0.1904086538,0.3690940710,0.1786854171,ReverseGreedy
103,0.1922572816,0.3706072491,0.1783499676,ReverseGreedy
102,0.1941421569,0.3700996132,0.1759574563,ReverseGreedy
101,0.1960643564,0.3674636507,0.1713992942,ReverseGreedy
100,0.3691600334,0.3691600334,0.0000000000,Baseline_CollisionFallback
99,0.2000252525,0.3673177381,0.1672924856,ReverseGreedy
98,0.2020663265,0.3710658783,0.1689995517,ReverseGreedy
97,0.2041494845,0.3714552307,0.1673057462,ReverseGreedy
96,0.2062760417,0.3670149077,0.1607388660,ReverseGreedy
95,0.2084473684,0.3708782225,0.1624308541,ReverseGreedy
94,0.2096763043,0.3662237771,0.1565474728,ReverseGreedy
93,0.2011357527,0.3668363593,0.1657006066,ReverseGreedy
92,0.2033220109,0.3703615707,0.1670395598,ReverseGreedy
91,0.2014626663,0.3709624813,0.1694998150,ReverseGreedy
90,0.3711865732,0.3711865732,0.0000000000,Baseline_CollisionFallback
89,0.1982022472,0.3719362079,0.1737339607,ReverseGreedy
88,0.2004545455,0.3695580374,0.1691034919,ReverseGreedy
87,0.2027586207,0.3724133243,0.1696547037,ReverseGreedy
86,0.2051162791,0.3714058175,0.1662895384,ReverseGreedy
85,0.2075294118,0.3707277479,0.1631983361,ReverseGreedy
84,0.2100000000,0.3683005787,0.1583005787,ReverseGreedy
83,0.2125301205,0.3717009182,0.1591707977,ReverseGreedy
82,0.2151219512,0.3650536679,0.1499317167,ReverseGreedy
81,0.2177777778,0.3694226180,0.1516448402,ReverseGreedy
80,0.3699529547,0.3699529547,0.0000000000,Baseline_CollisionFallback
79,0.2232911392,0.3703503377,0.1470591984,ReverseGreedy
78,0.2261538462,0.3678301621,0.1416763159,ReverseGreedy
77,0.2290909091,0.3685727676,0.1394818585,ReverseGreedy
76,0.2249782345,0.3726881407,0.1477099062,ReverseGreedy
75,0.2214083333,0.3678798006,0.1464714673,ReverseGreedy
74,0.2198806967,0.3705867013,0.1507060045,ReverseGreedy
73,0.2195402133,0.3725558831,0.1530156699,ReverseGreedy
72,0.2167013889,0.3692801526,0.1525787637,ReverseGreedy
71,0.2197535211,0.3705938772,0.1508403561,ReverseGreedy
70,0.3720790853,0.3720790853,0.0000000000,Baseline_CollisionFallback
69,0.2120380435,0.3675061951,0.1554681516,ReverseGreedy
68,0.2151562500,0.3701412668,0.1549850168,ReverseGreedy
67,0.2183675373,0.3670321631,0.1486646258,ReverseGreedy
66,0.2156397385,0.3659095129,0.1502697744,ReverseGreedy
65,0.2106153846,0.3713931921,0.1607778075,ReverseGreedy
64,0.2139062500,0.3561019055,0.1421956555,ReverseGreedy
63,0.2075901719,0.3616871827,0.1540970108,ReverseGreedy
62,0.2061391129,0.3660767250,0.1599376121,ReverseGreedy
61,0.2095184426,0.3718691242,0.1623506816,ReverseGreedy
60,0.3704940293,0.3704940293,0.0000000000,Baseline_CollisionFallback
59,0.2166207627,0.3698376066,0.1532168439,ReverseGreedy
58,0.2203556034,0.3712468242,0.1508912207,ReverseGreedy
57,0.2242214912,0.3700554293,0.1458339381,ReverseGreedy
56,0.2282254464,0.3748361891,0.1466107427,ReverseGreedy
55,0.2323750000,0.3674499606,0.1350749606,ReverseGreedy
54,0.2366782407,0.3741602845,0.1374820438,ReverseGreedy
53,0.2411438679,0.3644529228,0.1233090549,ReverseGreedy
52,0.2384022872,0.3689404999,0.1305382127,ReverseGreedy
51,0.2409169332,0.3709946785,0.1300777453,ReverseGreedy
50,0.3719639921,0.3719639921,0.0000000000,Baseline_CollisionFallback
49,0.2429081633,0.3708896237,0.1279814604,ReverseGreedy
48,0.2479687500,0.3748234056,0.1268546556,ReverseGreedy
47,0.2472621206,0.3749962667,0.1277341461,ReverseGreedy
46,0.2403396739,0.3686783822,0.1283387083,ReverseGreedy
45,0.2456805556,0.3670038259,0.1213232703,ReverseGreedy
44,0.2346569837,0.3714887515,0.1368317678,ReverseGreedy
43,0.2381395349,0.3753247363,0.1371852014,ReverseGreedy
42,0.2438095238,0.3704361786,0.1266266548,ReverseGreedy
41,0.2497560976,0.3719827334,0.1222266358,ReverseGreedy
40,0.3739685142,0.3739685142,0.0000000000,Baseline_CollisionFallback
39,0.2424519231,0.3637096400,0.1212577170,ReverseGreedy
38,0.2290131579,0.3729745877,0.1439614299,ReverseGreedy
37,0.2352027027,0.3715906274,0.1363879247,ReverseGreedy
36,0.2417361111,0.3660383688,0.1243022576,ReverseGreedy
35,0.2486428571,0.3760225483,0.1273796912,ReverseGreedy
34,0.2536521758,0.3722362844,0.1185841087,ReverseGreedy
33,0.2544282119,0.3728433203,0.1184151085,ReverseGreedy
32,0.2623790935,0.3677597663,0.1053806729,ReverseGreedy
31,0.2574395161,0.3731418189,0.1157023027,ReverseGreedy
30,0.3754808552,0.3754808552,0.0000000000,Baseline_CollisionFallback
29,0.2592653167,0.3777878054,0.1185224887,ReverseGreedy
28,0.2603571429,0.3744497934,0.1140926505,ReverseGreedy
27,0.2700000000,0.3782772891,0.1082772891,ReverseGreedy
26,0.2803846154,0.3766682905,0.0962836751,ReverseGreedy
25,0.2652250000,0.3732418556,0.1080168556,ReverseGreedy
24,0.2745494478,0.3672250738,0.0926756260,ReverseGreedy
23,0.2609782609,0.3704182036,0.1094399427,ReverseGreedy
22,0.2728409091,0.3804053060,0.1075643969,ReverseGreedy
21,0.2858333333,0.3783645186,0.0925311852,ReverseGreedy
20,0.3787681367,0.3787681367,0.0000000000,Baseline_CollisionFallback
19,0.3159210526,0.3792519504,0.0633308977,ReverseGreedy
18,0.3334722222,0.3712080793,0.0377358570,ReverseGreedy
17,0.3530882353,0.3708769180,0.0177886827,ReverseGreedy
16,0.3378515625,0.3802820671,0.0424305046,ReverseGreedy
15,0.3226666667,0.3799607507,0.0572940840,ReverseGreedy
14,0.3236927085,0.3823682463,0.0586755378,ReverseGreedy
13,0.3312019231,0.3733353446,0.0421334216,ReverseGreedy
12,0.3168750000,0.3752777882,0.0584027882,ReverseGreedy
11,0.3280413015,0.3770467390,0.0490054375,ReverseGreedy
10,0.3819108625,0.3819108625,0.0000000000,Baseline_CollisionFallback
9,0.3211111111,0.3875920239,0.0664809128,ReverseGreedy
8,0.3100781250,0.3904162682,0.0803381432,ReverseGreedy
7,0.3003571429,0.4002261792,0.0998690363,ReverseGreedy
6,0.2926041667,0.4000401432,0.1074359765,ReverseGreedy
5,0.2880000000,0.4170658337,0.1290658337,ReverseGreedy
4,0.3306250000,0.4166348776,0.0860098776,ReverseGreedy
3,0.4347455266,0.4347455266,0.0000000000,Baseline
2,0.4507793915,0.4507793915,0.0000000000,Baseline
1,0.6612500095,0.6612500005,0.0000000000,ReverseGreedy
